departmentId,sourceDepartment,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage
kikai,機械,金,1,前期,1,III-J,Communication Communication,佐竹 幸信 グルンデル 教子 ヴァーラ内田 エイ ドリアン ミッシェ 倉持 和歌子 吹野 佐枝子 大塚 圭 吉田 季実子 松本 弘法 稲垣 亜希子 三宅 加恵,saz115110,1BL,対象[26-26],,,2
kikai,機械,金,1,前期,2,,熱力学及び演習・実験,三原 雄司 及川 昌訓,saz115121,61C,対象[25-21],"対開講(金1,金2)",○,2
kikai,機械,金,1,前期後,3,,流体力学,冨士原 民雄,sab112146,12A,対象[24-17],"対開講(火1,金1)",,2
kikai,機械,金,2,前期,2,,熱力学及び演習・実験,三原 雄司 及川 昌訓,saz115121,61C,対象[25-21],"対開講(金1,金2)",,2
kikai,機械,金,2,前期前,1,,微分積分学(1a)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,井上 浩一 大矢 浩徳,saa112203,12M,対象[26-26],"対開講(火2,金2)",,2
kikai,機械,金,2,前期後,1,,微分積分学(1b)ﾘﾒﾃﾞｨｱﾙｸﾗｽ,井上 浩一 大矢 浩徳,sab112204,12M,対象[26-26],"対開講(火2,金2)",,2
kikai,機械,金,3,前期,3,,応力解析学及びFEM演習,岸本 喜直,saz115307,12K,対象[24-21],"対開講(金3,金4)",,2
kikai,機械,金,3,前期前,1,,物理学実験(a),須藤 誠一 浅野 恵美 尼子 淳 岡 笑美 木浪 信之 田中 敏幸 西川 浩之 武藤 知巳,saa115306,物理学実験 室(62H),対象[26-26],"対開講(金3,金4)",,2
kikai,機械,金,3,前期前,2,,電気・計測回路,冨士原 民雄,saa111310,13C,対象[20-17],"対開講(月3,金3)",,2
kikai,機械,金,3,前期後,1,,物理学実験(b),須藤 誠一 浅野 恵美 尼子 淳 岡 笑美 木浪 信之 田中 敏幸 西川 浩之 武藤 知巳,sab115307,物理学実験 室(62H),対象[26-26],"対開講(金3,金4)",,2
kikai,機械,金,3,前期後,2,,ベクトル解析学,冨士原 民雄,sab114309,12D,対象[25-17],"対開講(木3,金3)",,2
kikai,機械,金,4,前期,3,,応力解析学及びFEM演習,岸本 喜直,saz115307,12K,対象[24-21],"対開講(金3,金4)",,2
